LTK	Latakia	Syria	Latakia International Airport
LTM	Lethem	Guyana	Lethem Airport
LTN	Luton, Luton	United Kingdom	London Luton Airport
LTO	Loreto	Mexico	Loreto International Airport
LTT	Saint-Tropez	France	La Môle Airport
LTU	Latur	India	Murod Kond Airport
LTX	Latacunga	Ecuador	Cotopaxi International Airport
LUA	Lukla	Nepal	Tenzing-Hillary Airport
LUD	Luderitz	Namibia	Luderitz Airport
LUG	Agno	Switzerland	Lugano Airport
LUK	Cincinnati	United States	Cincinnati Municipal Airport Lunken Field
LUM	Dehong (Mangshi)	China	Dehong Mangshi International Airport
LUN	Lusaka	Zambia	Kenneth Kaunda International Airport
LUP	Kalaupapa	United States	Kalaupapa Airport
LUQ	San Luis	Argentina	Brigadier Mayor D Cesar Raul Ojeda Airport
LUR	Cape Lisburne	United States	Cape Lisburne LRRS Airport
LUV	Langgur	Indonesia	Karel Sadsuitubun Airport
LUX	Luxembourg	Luxembourg	Luxembourg-Findel International Airport
LUZ	Lublin	Poland	Lublin Airport
LVI	Livingstone	Zambia	Harry Mwanga Nkumbula International Airport
LVO	Laverton	Australia	Laverton Airport
LWB	Lewisburg	United States	Greenbrier Valley Airport
LWK	Lerwick, Shetland Islands	United Kingdom	Lerwick / Tingwall Airport
LWN	Gyumri	Armenia	Shirak International Airport
LWO	Lviv	Ukraine	Lviv International Airport
LWS	Lewiston	United States	Lewiston Nez Perce County Airport
LWY	Lawas	Malaysia	Lawas Airport
LXA	Shannan (Gonggar)	China	Lhasa Gonggar International Airport
LXG	Luang Namtha	Laos	Luang Namtha Airport
LXR	Luxor	Egypt	Luxor International Airport
LXS	Limnos Island	Greece	Limnos Airport
LYA	Luoyang (Laocheng)	China	Luoyang Beijiao Airport
LYC	Lycksele	Sweden	Lycksele Airport
LYG	Lianyungang	China	Lianyungang Huaguoshan International Airport
LYH	Lynchburg	United States	Lynchburg Regional Airport - Preston Glenn Field
LYI	Linyi (Hedong)	China	Linyi Qiyang Airport
LYP	Faisalabad	Pakistan	Faisalabad International Airport
LYR	Longyearbyen	Norway	Svalbard Airport, Longyear
LYS	Colombier-Saugnieu, Rhône	France	Lyon Saint-Exupéry Airport
LZG	Nanchong (Langzhong)	China	Langzhong Gucheng Airport
LZH	Liuzhou (Liujiang)	China	Liuzhou Bailian Airport / Bailian Air Base
LZN	Matsu (Nangan)	Taiwan	Matsu Nangan Airport
LZO	Luzhou (Yunlong)	China	Luzhou Yunlong Airport
LZY	Nyingchi (Mainling)	China	Nyingchi Mainling Airport
MAA	Chennai	India	Chennai International Airport
MAB	Marabá	Brazil	João Correa da Rocha Airport
MAD	Madrid	Spain	Adolfo Suárez Madrid–Barajas Airport
MAF	Midland	United States	Midland International Air and Space Port
MAG	Madang	Papua New Guinea	Madang Airport
MAH	Mahón (Maó)	Spain	Menorca Airport
MAJ	Majuro Atoll	Marshall Islands	Marshall Islands International Airport
MAK	Malakal	South Sudan	Malakal International Airport
MAM	Matamoros	Mexico	General Servando Canales International Airport
MAN	Manchester, Greater Manchester	United Kingdom	Manchester Airport
MAO	Manaus	Brazil	Eduardo Gomes International Airport
MAQ		Thailand	Mae Sot Airport
MAR	Maracaibo	Venezuela	La Chinita International Airport
MAS	Manus Island	Papua New Guinea	Momote Airport
MAU		French Polynesia	Maupiti Airport
MAZ	Mayaguez	Puerto Rico	Eugenio Maria De Hostos Airport
MBA	Mombasa	Kenya	Moi International Airport
MBD	Mafeking	South Africa	Mmabatho International Airport
MBE	Monbetsu	Japan	Monbetsu Airport
MBI	Mbeya	Tanzania	Songwe Airport
MBJ	Montego Bay	Jamaica	Sangster International Airport
MBL	Manistee	United States	Manistee County Blacker Airport
MBS	Freeland	United States	MBS International Airport
MBT	Masbate	Philippines	Moises R. Espinosa Airport
MBW	Melbourne	Australia	Melbourne Moorabbin Airport
MBX	Maribor	Slovenia	Maribor Edvard Rusjan Airport
MCE	Merced	United States	Merced Regional Macready Field
MCG	McGrath	United States	McGrath Airport
MCI	Kansas City	United States	Kansas City International Airport
MCK	McCook	United States	McCook Ben Nelson Regional Airport
MCM	Fontvieille	Monaco	Monaco Heliport
MCN	Macon	United States	Middle Georgia Regional Airport
MCO	Orlando	United States	Orlando International Airport
MCP	Macapá	Brazil	Macapá - Alberto Alcolumbre International Airport
MCT	Muscat/Seeb	Oman	Muscat International Airport
MCV	McArthur River Mine	Australia	McArthur River Mine Airport
MCW	Mason City	United States	Mason City Municipal Airport
MCX	Makhachkala	Russia	Makhachkala Uytash International Airport
MCY	Maroochydore	Australia	Sunshine Coast Airport
MCZ	Maceió	Brazil	Zumbi dos Palmares International Airport
MDC	Manado	Indonesia	Sam Ratulangi International Airport
MDE	Medellín	Colombia	Jose Maria Córdova International Airport
MDG	Mudanjiang	China	Mudanjiang Hailang International Airport
MDI	Makurdi	Nigeria	Makurdi Airport
MDK	Mbandaka	Democratic Republic of the Congo	Mbandaka Airport
MDL	Mandalay	Myanmar	Mandalay International Airport
MDQ	Mar del Plata	Argentina	Ástor Piazzola International Airport
MDT	Harrisburg	United States	Harrisburg International Airport
MDU	Mendi	Papua New Guinea	Mendi Airport
MDW	Chicago	United States	Chicago Midway International Airport
MDZ	Mendoza	Argentina	Governor Francisco Gabrielli International Airport
MEB	Essendon Fields	Australia	Melbourne Essendon Airport
MEC	Manta	Ecuador	Eloy Alfaro International Airport
MED	Medina	Saudi Arabia	Prince Mohammad Bin Abdulaziz Airport
MEE	Maré	New Caledonia	Maré Airport
MEG	Malanje	Angola	Malanje Airport
MEH	Mehamn	Norway	Mehamn Airport
MEI	Meridian	United States	Key Field / Meridian Regional Airport
MEL	Melbourne	Australia	Melbourne Airport
MEM	Memphis	United States	Frederick W. Smith International Airport
MEQ	Kuala Pesisir	Indonesia	Cut Nyak Dhien Airport
MEX	Mexico City	Mexico	Mexico City Benito Juárez International Airport
MFA	Kilindoni	Tanzania	Mafia Airport
MFE	McAllen	United States	McAllen Miller International Airport
MFG	Muzaffarabad	Pakistan	Muzaffarabad Airport
MFJ	Moala	Fiji	Moala Airport
MFK	Matsu (Beigan)	Taiwan	Matsu Beigan Airport
MFM	Nossa Senhora do Carmo	Macau	Macau International Airport
MFR	Medford	United States	Rogue Valley International-Medford Airport
MFU	Mfuwe	Zambia	Mfuwe International Airport
MGA	Managua	Nicaragua	Augusto C. Sandino (Managua) International Airport
MGB	Mount Gambier	Australia	Mount Gambier Airport
MGC	Michigan City	United States	Michigan City Municipal Airport
MGF	Maringá	Brazil	Regional de Maringá - Sílvio Name Júnior Airport
MGH	Margate	South Africa	Margate Airport
MGM	Montgomery	United States	Montgomery Regional (Dannelly Field) Airport
MGQ	Mogadishu	Somalia	Aden Adde International Airport
MGT	Milingimbi Island	Australia	Milingimbi Airport
MGW	Morgantown	United States	Morgantown Municipal Airport Walter L. (Bill) Hart Field
MGZ	Mkeik	Myanmar	Myeik Airport
MHC	Dalcahue	Chile	Mocopulli Airport
MHD	Mashhad	Iran	Mashhad International Airport
MHG	Mannheim	Germany	Mannheim-City Airport
MHH	Marsh Harbour	Bahamas	Leonard M. Thompson International Airport
MHK	Manhattan	United States	Manhattan Regional Airport
MHM	Manaoba	Solomon Islands	Manaoba Airport
MHQ	Mariehamn	Finland	Mariehamn Airport
MHT	Manchester	United States	Manchester-Boston Regional Airport
MHU	Mount Hotham	Australia	Mount Hotham Airport
MHX	Manihiki Island	Cook Islands	Manihiki Island Airport
MIA	Miami	United States	Miami International Airport
MID	Mérida	Mexico	Manuel Crescencio Rejón International Airport
MIG	Mianyang (Fucheng)	China	Mianyang Nanjiao Airport
MII	Marília	Brazil	Frank Miloye Milenkowichi–Marília State Airport
MIJ	Mili Island	Marshall Islands	Mili Island Airport
MIM	Merimbula	Australia	Merimbula Airport
MIR	Monastir	Tunisia	Monastir Habib Bourguiba International Airport
MIS	Misima Island	Papua New Guinea	Misima Island Airport
MIU	Maiduguri	Nigeria	Maiduguri International Airport
MJE	Majkin	Marshall Islands	Majkin Airport
MJF	Mosjøen	Norway	Mosjøen Airport, Kjærstad
MJI	Tripoli	Libya	Mitiga International Airport
MJK	Denham	Australia	Shark Bay Airport
MJM	Mbuji Mayi	Democratic Republic of the Congo	Mbuji Mayi Airport
MJN	Mahajanga	Madagascar	Amborovy Airport
MJT	Mytilene	Greece	Mytilene International Airport
MJY	Motygino	Russia	Motygino Airport
MJZ	Mirny	Russia	Mirny Airport
MKE	Milwaukee	United States	General Mitchell International Airport
MKG	Muskegon	United States	Muskegon County Airport
MKK	Kaunakakai	United States	Molokai Airport
MKL	Jackson	United States	McKellar-Sipes Regional Airport
MKM	Mukah	Malaysia	Mukah Airport
MKP	Makemo	French Polynesia	Makemo Airport
MKQ	Merauke	Indonesia	Mopah International Airport
MKR		Australia	Meekatharra Airport
MKU	Makokou	Gabon	Makokou Airport
MKW	Manokwari	Indonesia	Rendani Airport
MKY	Mackay	Australia	Mackay Airport
MKZ	Malacca	Malaysia	Malacca International Airport
MLA	Valletta	Malta	Malta International Airport
MLB	Melbourne	United States	Melbourne Orlando International Airport
MLE	Malé	Maldives	Velana International Airport
MLG	Malang	Indonesia	Abdul Rachman Saleh Airport
MLI	Moline	United States	Quad City International Airport
MLL	Marshall	United States	Marshall Don Hunter Sr Airport
MLM	Morelia	Mexico	General Francisco J. Mujica International Airport
MLN	Melilla	Spain	Melilla Airport
MLO	Milos Island	Greece	Milos Airport
MLU	Monroe	United States	Monroe Regional Airport
MLW	Monrovia	Liberia	Spriggs Payne Airport
MLX	Malatya	Turkey	Malatya Erhaç Airport
MLY	Manley Hot Springs	United States	Manley Hot Springs Airport
MMB	Ōzora	Japan	Memanbetsu Airport
MMD	Minamidaito	Japan	Minamidaito Airport
MME	Darlington, Durham	United Kingdom	Teesside International Airport
MMG		Australia	Mount Magnet Airport
MMH	Mammoth Lakes	United States	Mammoth Yosemite Airport
MMJ	Matsumoto	Japan	Shinshu-Matsumoto Airport
MMK	Murmansk	Russia	Emperor Nicholas II Murmansk Airport
MMO	Vila do Maio	Cape Verde	Maio Airport
MMX	Malmö	Sweden	Malmö Sturup Airport
MMY	Miyakojima	Japan	Miyako Airport
MNC	Nacala	Mozambique	Nacala International Airport
MNF	Mana Island	Fiji	Mana Island Airport
MNG	Maningrida	Australia	Maningrida Airport
MNI	Gerald's Park	Montserrat	John A. Osborne Airport
MNJ	Mananjary	Madagascar	Mananjary Airport
MNL	Manila (Pasay)	Philippines	Ninoy Aquino International Airport
MNT	Minto	United States	Minto Al Wright Airport
MNU	Mawlamyine	Myanmar	Mawlamyine Airport
MNX	Manicoré	Brazil	Manicoré Airport
MNY	Stirling Island	Solomon Islands	Mono Airport
MOB	Mobile	United States	Mobile Regional Airport
MOC	Montes Claros	Brazil	Mário Ribeiro Airport
MOF	Waioti	Indonesia	Frans Xavier Seda Airport
MOG	Mong Hsat	Myanmar	Mong Hsat Airport
MOH	Morowali	Indonesia	Maleo Airport
MOI	Mitiaro Island	Cook Islands	Mitiaro Island Airport
MOJ	Moengo	Suriname	Moengo Airstrip
MOL	Årø	Norway	Molde Airport, Årø
MOQ	Morondava	Madagascar	Morondava Airport
MOT	Minot	United States	Minot International Airport
MOU	Mountain Village	United States	Mountain Village Airport
MOV	Moranbah	Australia	Moranbah Airport
MOZ	Moorea-Maiao	French Polynesia	Moorea Temae Airport
MPA	Mpacha	Namibia	Katima Mulilo Airport
MPC	Muko Muko	Indonesia	Muko Muko Airport
MPH	Caticlan	Philippines	Godofredo P. Ramos Airport
MPL	Montpellier/Méditerranée	France	Montpellier-Méditerranée Airport
MPM	Maputo	Mozambique	Maputo Airport
MPN	Mount Pleasant	Falkland Islands	Mount Pleasant Airport / RAF Mount Pleasant
MPW	Mariupol	Ukraine	Mariupol International Airport
MPY	Maripasoula	French Guiana	Maripasoula Airport
MQC	Miquelon	Saint Pierre and Miquelon	Miquelon Airport
MQF	Magnitogorsk	Russia	Magnitogorsk International Airport
MQJ	Khonuu	Russia	Moma Airport
MQL	Mildura	Australia	Mildura Airport
MQM	Mardin	Turkey	Mardin Airport
MQN	Mo i Rana	Norway	Mo i Rana Airport, Røssvoll
MQP	Mbombela	South Africa	Kruger Mpumalanga International Airport
MQS	Lovell	Saint Vincent and the Grenadines	Mustique Airport
MQT	Gwinn	United States	Marquette/Sawyer International Airport
MQX	Mekele	Ethiopia	Mekele Alula Aba Nega Airport
MRA	Misrata	Libya	Misrata International Airport
MRE	Serena	Kenya	Mara Serena Lodge Airstrip
MRI	Anchorage	United States	Merrill Field
MRS	Marignane, Bouches-du-Rhône	France	Marseille Provence Airport
MRU	Plaine Magnien	Mauritius	Sir Seewoosagur Ramgoolam International Airport
MRV	Mineralnyye Vody	Russia	Mineralnye Vody Airport
MRX	Mahshahr	Iran	Mahshahr Airport
MRY	Monterey	United States	Monterey Regional Airport
MRZ	Moree	Australia	Moree Airport
MSA	Muskrat Dam	Canada	Muskrat Dam Airport
MSJ	Misawa	Japan	Misawa Airport / Misawa Air Base
MSL	Muscle Shoals	United States	Northwest Alabama Regional Airport
MSN	Madison	United States	Dane County Regional Truax Field
MSO	Missoula	United States	Missoula Montana Airport
MSP	Minneapolis	United States	Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field
MSQ	Minsk	Belarus	Minsk National Airport
MSR	Muş	Turkey	Muş Airport
MSS	Massena	United States	Massena International Airport Richards Field
MST	Maastricht	Netherlands	Maastricht Aachen Airport
MSU	Maseru(Mazenod)	Lesotho	Moshoeshoe I International Airport
MSY	New Orleans	United States	Louis Armstrong New Orleans International Airport
MSZ	Moçâmedes	Angola	Welwitschia Mirabilis International Airport
MTF	Mizan Teferi	Ethiopia	Mizan Teferi Airport
MTJ	Montrose	United States	Montrose Regional Airport
MTM	Metlakatla	United States	Metlakatla Seaplane Base
MTP	Montauk	United States	Montauk Airport
MTR	Montería	Colombia	Los Garzones Airport
MTT	Cosoleacaque	Mexico	Minatitlán/Coatzacoalcos International Airport
MTY	Monterrey	Mexico	Monterrey International Airport
MUA	Munda	Solomon Islands	Munda Airport
MUB	Maun	Botswana	Maun International Airport
MUC	Munich	Germany	Munich Airport
MUE	Waimea (Kamuela)	United States	Waimea Kohala Airport
MUH	Marsa Matruh	Egypt	Mersa Matruh International Airport
MUK	Mauke Island	Cook Islands	Mauke Airport
MUN	Maturín	Venezuela	José Tadeo Monagas International Airport
MUR	Marudi	Malaysia	Marudi Airport
MUX	Multan	Pakistan	Multan International Airport
MUZ	Musoma	Tanzania	Musoma Airport
MVB	Franceville	Gabon	M'Vengue El Hadj Omar Bongo Ondimba International Airport
MVD	Ciudad de la Costa	Uruguay	Carrasco General Cesáreo L. Berisso International Airport
MVF	Mossoró	Brazil	Dix-Sept Rosado Airport
MVP	Mitú	Colombia	Fabio Alberto Leon Bentley Airport
MVQ	Mogilev	Belarus	Mogilev Airport
MVR	Maroua	Cameroon	Salak Airport
MVT		French Polynesia	Mataiva Airport
MVY	Martha's Vineyard	United States	Martha's Vineyard Airport
MWA	Marion	United States	Veterans Airport of Southern Illinois
MWL	Mineral Wells	United States	Mineral Wells Regional Airport
MWQ	Magway	Myanmar	Magway Airport
MWX	Muan (Piseo-ri)	South Korea	Muan International Airport
MWZ	Mwanza	Tanzania	Mwanza International Airport
MXH	Moro	Papua New Guinea	Moro Airport
MXL	Mexicali	Mexico	General Rodolfo Sánchez Taboada International Airport
MXP	Ferno (VA)	Italy	Milan Malpensa International Airport
MXV	Mörön	Mongolia	Mörön Airport
MXW	Mandalgobi	Mongolia	Mandalgobi Airport
MXX	Mora	Sweden	Mora Airport
MXZ	Meizhou (Meixian)	China	Meizhou Meixian Changgangji International Airport
MYA	Moruya	Australia	Moruya Airport
MYD	Malindi	Kenya	Malindi International Airport
MYE	Miyakejima	Japan	Miyakejima Airport
MYG	Abraham Bay Settlement	Bahamas	Mayaguana Airport
MYI	Murray Island	Australia	Murray Island Airport
MYJ	Matsuyama	Japan	Matsuyama Airport
MYK	May Creek	United States	May Creek Airport
MYL	McCall	United States	McCall Municipal Airport
MYP	Mary	Turkmenistan	Mary International Airport
MYQ	Mysore	India	Mysore Airport
MYR	Myrtle Beach	United States	Myrtle Beach International Airport
MYT	Myitkyina	Myanmar	Myitkyina Airport
MYU	Mekoryuk	United States	Mekoryuk Airport
MYW	Mtwara	Tanzania	Mtwara Airport
MYY	Miri	Malaysia	Miri Airport
MZG	Huxi	Taiwan	Penghu Magong Airport
MZH	Amasya	Turkey	Amasya Merzifon Airport
MZI	Sévaré	Mali	Mopti Airport
MZL	Manizales	Colombia	La Nubia Airport
MZO	Manzanillo	Cuba	Sierra Maestra International Airport
MZQ	Mkuze	South Africa	Mkuze Airport
MZR	Mazar-i-Sharif	Afghanistan	Mazar-i-Sharif International Airport
MZS	Moradabad	India	Moradabad Airport
MZT	Mazatlàn	Mexico	General Rafael Buelna International Airport
MZV	Mulu	Malaysia	Mulu Airport
MZW	Mecheria	Algeria	Mecheria Airport
NAA	Narrabri	Australia	Narrabri Airport
NAG	Nagpur	India	Dr. Babasaheb Ambedkar International Airport
NAH	Tabukan Utara, Sangihe Islands	Indonesia	Naha Airport
NAJ	Nakhchivan	Azerbaijan	Nakhchivan International Airport
NAL	Nalchik	Russia	Nalchik Airport
NAM	Namniwel	Indonesia	Namniwel Airport
NAN	Nadi	Fiji	Nadi International Airport
NAO	Nanchong (Gaoping)	China	Nanchong Gaoping Airport
NAP	Napoli	Italy	Naples International Airport
NAQ	Qaanaaq	Greenland	Qaanaaq Airport
NAS	Nassau	Bahamas	Lynden Pindling International Airport
NAT	Natal	Brazil	Rio Grande do Norte/São Gonçalo do Amarante–Governador Aluízio Alves International Airport
NAU	Napuka Island	French Polynesia	Napuka Island Airport
NAV	Nevşehir	Turkey	Nevşehir Kapadokya Airport
NAW		Thailand	Narathiwat Airport
NBC	Nizhnekamsk	Russia	Begishevo Airport
NBE	Enfidha	Tunisia	Enfidha - Hammamet International Airport
NBJ	Luanda (Ícolo e Bengo)	Angola	Dr. Antonio Agostinho Neto International Airport
NBN	San Antonio de Palé	Equatorial Guinea	Annobón Airport
NBO	Nairobi	Kenya	Jomo Kenyatta International Airport
NBS	Baishan	China	Changbaishan Airport
NCA	North Caicos	Turks and Caicos Islands	North Caicos Airport
NCE	Nice, Alpes-Maritimes	France	Nice-Côte d'Azur Airport
NCL	Newcastle upon Tyne, Tyne and Wear	United Kingdom	Newcastle International Airport
NCN	Chenega	United States	Chenega Bay Airport
NCU	Nukus	Uzbekistan	Nukus International Airport
NCY	Annecy	France	Annecy Meythet airport
NDB	Nouadhibou	Mauritania	Nouadhibou International Airport
NDC	Nanded	India	Nanded Airport
NDG	Qiqihar	China	Qiqihar Sanjiazi Airport
NDJ	N'Djamena	Chad	N'Djamena International Airport
NDR	Al Aaroui	Morocco	Nador Al Aaroui International Airport
NDU	Rundu	Namibia	Rundu Airport
NDY	Sanday	United Kingdom	Sanday Airport
NEC	Necochea	Argentina	Necochea Airport
NER	Neryungri	Russia	Chulman Airport
NEV	Charlestown	Saint Kitts and Nevis	Vance W. Amory International Airport
NGB	Ningbo	China	Ningbo Lishe International Airport
NGE	N'Gaoundéré	Cameroon	N'Gaoundéré Airport
NGI	Ngau	Fiji	Ngau Airport
NGK	Nogliki	Russia	Nogliki Airport
NGO	Tokoname	Japan	Chubu Centrair International Airport
NGQ	Shiquanhe	China	Ngari Gunsa Airport
NGS	Nagasaki	Japan	Nagasaki Airport
NHV	Nuku Hiva	French Polynesia	Nuku Hiva Airport
NIB	Nikolai	United States	Nikolai Airport
NIM	Niamey	Niger	Diori Hamani International Airport
NIQ	Niaqornat	Greenland	Niaqornat Heliport
NIU	Naiu Atoll	French Polynesia	Naiu Airport
NJC	Nizhnevartovsk	Russia	Nizhnevartovsk Airport
NJF	Najaf	Iraq	Al Najaf International Airport
NKC	Nouakchott	Mauritania	Nouakchott–Oumtounsy International Airport
NKG	Nanjing	China	Nanjing Lukou International Airport
NKI	Tuxekan Island	United States	Naukati Bay Seaplane Base
NKM	Nagoya	Japan	Nagoya Airport / JASDF Komaki Air Base
NKT	Şırnak	Turkey	Şırnak Şerafettin Elçi Airport
NLA	Ndola	Zambia	Simon Mwansa Kapwepwe International Airport
NLD	Nuevo Laredo	Mexico	Quetzalcóatl International Airport
NLF	Darnley Island	Australia	Darnley Island Airport
NLG	Nelson Lagoon	United States	Nelson Lagoon Airport
NLH	Ninglang	China	Ninglang Luguhu Airport
NLI	Nikolayevsk-na-Amure Airport	Russia	Nikolayevsk-na-Amure Airport
NLK	Burnt Pine	Norfolk Island	Norfolk Island International Airport
NLT	Xinyuan	China	Xinyuan Nalati Airport
NLU	Mexico City	Mexico	Felipe Ángeles International Airport
NMA	Namangan	Uzbekistan	Namangan International Airport
NME	Nightmute	United States	Nightmute Airport
NMF	Noonu Atoll	Maldives	Maafaru International Airport
NMI	Navi Mumbai	India	Navi Mumbai International Airport
NNB	Santa Ana Island	Solomon Islands	Santa Ana Airport
NNG	Nanning (Jiangnan)	China	Nanning Wuxu International Airport
NNM	Naryan Mar	Russia	Naryan Mar Airport
NNR	Inverin	Ireland	Connemara Regional Airport
NNT		Thailand	Nan Airport
NNY	Nanyang (Wancheng)	China	Nanyang Jiangying Airport
NOB	Nicoya	Costa Rica	Nosara Airport
NOC	Charlestown	Ireland	Ireland West Airport Knock
NOD	Norddeich	Germany	Norden-Norddeich Airport
NOJ	Noyabrsk	Russia	Noyabrsk Airport
NOP	Sinop	Turkey	Sinop Airport
NOS	Nosy Be	Madagascar	Nosy Be International Airport
NOU	Nouméa (La Tontouta)	New Caledonia	La Tontouta International Airport
NOV	Huambo	Angola	Albano Machado Airport
NOZ	Novokuznetsk	Russia	Spichenkovo Airport
NPE	Napier	New Zealand	Hawke's Bay Airport
NPL	New Plymouth	New Zealand	New Plymouth Airport
NPO	Nanga Pinoh-Borneo Island	Indonesia	Nanga Pinoh Airport
NPT	Newport	United States	Newport State Airport
NQN	Neuquén	Argentina	Presidente Perón International Airport
NQU	Nuquí	Colombia	Reyes Murillo Airport
NQY	Newquay	United Kingdom	Cornwall Airport Newquay
NQZ	Astana	Kazakhstan	Nursultan Nazarbayev International Airport
NRA	Narrandera	Australia	Narrandera Airport
NRD	Norderney	Germany	Norderney Airport
NRK	Norrköping	Sweden	Norrköping Airport
NRL	North Ronaldsay	United Kingdom	North Ronaldsay Airport
NRN	Weeze	Germany	Weeze (Niederrhein) Airport
NRR	Ceiba	Puerto Rico	José Aponte de la Torre Airport
NRT	Narita	Japan	Narita International Airport
NSB	Bimini	Bahamas	Bimini North Seaplane Base
NSH	Nowshahr	Iran	Nowshahr Airport
NSI	Yaoundé	Cameroon	Yaoundé Nsimalen International Airport
NSK	Norilsk	Russia	Alykel International Airport
NSN	Nelson	New Zealand	Nelson Airport
NST	Nakhon Si Thammarat	Thailand	Nakhon Si Thammarat Airport
NTE	Nantes	France	Nantes Atlantique Airport
NTG	Nantong (Tongzhou)	China	Nantong Xingdong International Airport
NTL	Williamtown	Australia	Newcastle Airport
NTN	Normanton	Australia	Normanton Airport
NTQ	Wajima	Japan	Noto Satoyama Airport
NTT	Niuatoputapu	Tonga	Kuini Lavenia Airport
NTX	Ranai-Natuna Besar Island	Indonesia	Ranai Airport
NUE	Nuremberg	Germany	Nuremberg Airport
NUI	Nuiqsut	United States	Nuiqsut Airport
NUL	Nulato	United States	Nulato Airport
NUM	Sharma	Saudi Arabia	Neom Bay Airport
NUP	Nunapitchuk	United States	Nunapitchuk Airport
NUS	Norsup	Vanuatu	Norsup Airport
NUX	Novy Urengoy	Russia	Novy Urengoy Airport
NVA	Neiva	Colombia	Benito Salas Airport
NVI	Navoi	Uzbekistan	Navoi International Airport
NVT	Navegantes	Brazil	Ministro Victor Konder International Airport
NWI	Norwich, Norfolk	United Kingdom	Norwich Airport
NYA	Nyagan	Russia	Nyagan Airport
NYI	Sunyani	Ghana	Sunyani Airport
NYK	Gathiuru	Kenya	Nanyuki Civil Airport
NYM	Nadym	Russia	Nadym Airport
NYO	Nyköping	Sweden	Stockholm Skavsta Airport
NYS	New York	United States	New York Skyports Inc Seaplane Base
NYT	Naypyitaw	Myanmar	Nay Pyi Taw International Airport
NYU	Nyaung U	Myanmar	Bagan Airport
NZC	Nazca	Peru	Maria Reiche Neuman Airport
NZG	Nizhneangarsk	Russia	Nizhneangarsk International Airport
NZH	Manzhouli	China	Manzhouli Xijiao Airport
NZL	Zhalantun	China	Zhalantun Genghis Khan Airport
OAJ	Richlands	United States	Albert J Ellis Airport
OAK	Oakland	United States	Oakland San Francisco Bay Airport
OAL	Cacoal	Brazil	Cacoal Airport
OAX	Oaxaca	Mexico	Xoxocotlán International Airport
OBN	North Connel	United Kingdom	Oban Airport
OBO	Obihiro	Japan	Tokachi-Obihiro Airport
OBU	Kobuk	United States	Kobuk Airport
OBX	Obo	Papua New Guinea	Obo Airport
OBY	Ittoqqortoormiit	Greenland	Ittoqqortoormiit Heliport
OCC	Coca	Ecuador	Francisco De Orellana Airport
OCE	Ocean City	United States	Ocean City Municipal Airport
OCJ	Boscobel	Jamaica	Ian Fleming International Airport
OCS	Corisco Island	Equatorial Guinea	Corisco International Airport
ODB	Córdoba	Spain	Córdoba Airport
ODE	Odense	Denmark	Odense Hans Christian Andersen Airport
ODN	Long Seridan	Malaysia	Long Seridan Airport
ODO	Bodaybo	Russia	Bodaybo Airport
ODY	Oudomsay	Laos	Oudomsay Airport
OEC	Oecussi-Ambeno	Timor-Leste	Oecusse Route of the Sandalwood International Airport
OER	Örnsköldsvik	Sweden	Örnsköldsvik Airport
OES	San Antonio Oeste	Argentina	Antoine de Saint Exupéry Airport
OFU	Ofu	American Samoa	Ofu Airport
OGD	Ogden	United States	Ogden Hinckley Airport
OGG	Kahului	United States	Kahului International Airport
OGL	Ogle	Guyana	Eugene F. Correia International Airport
OGN	Yonaguni	Japan	Yonaguni Airport
OGS	Ogdensburg	United States	Ogdensburg International Airport
OGU	Ordu	Turkey	Ordu–Giresun Airport
OGX	Ouargla	Algeria	Ain Beida Airport
OGZ	Beslan	Russia	Vladikavkaz Beslan International Airport
OHD	Ohrid	North Macedonia	Ohrid St. Paul the Apostle Airport
OHE	Mohe	China	Mohe Gulian Airport
OHO	Okhotsk	Russia	Okhotsk Airport
OHS	Suhar	Oman	Suhar International Airport
OIM	Izu Oshima	Japan	Oshima Airport
OIR	Okushiri Island	Japan	Okushiri Airport
OIT	Oita	Japan	Oita Airport
OJU	Tojo Una-Una	Indonesia	Tanjung Api Airport
OKA	Naha	Japan	Naha International Airport
OKC	Oklahoma City	United States	OKC Will Rogers World Airport
OKD	Sapporo	Japan	Sapporo Okadama Airport
OKE	Wadomari	Japan	Okinoerabu Airport
OKI	Okinoshima	Japan	Oki Global Geopark Airport
OKJ	Okayama	Japan	Okayama Momotaro Airport
OKL	Oksibil	Indonesia	Oksibil Airport
OKR	Yorke Island	Australia	Yorke Island Airport
OKY		Australia	Oakey Army Aviation Centre
OLA	Ørland	Norway	Ørland Airport
OLB	Olbia (SS)	Italy	Olbia Costa Smeralda Airport
OLF	Wolf Point	United States	L M Clayton Airport
OLH	Old Harbor	United States	Old Harbor Airport
OLJ	Olpoi	Vanuatu	North West Santo Airport
OLM	Olympia	United States	Olympia Regional Airport
OLP	Olympic Dam	Australia	Olympic Dam Airport
OLZ	Olyokminsk	Russia	Olyokminsk Airport
OMA	Omaha	United States	Eppley Airfield
OMD	Oranjemund	Namibia	Oranjemund Airport
OME	Nome	United States	Nome Airport
OMH	Urmia	Iran	Urmia Airport
OMN	Zomin	Uzbekistan	Zomin Airport
OMO	Mostar	Bosnia and Herzegovina	Mostar International Airport
OMR	Oradea	Romania	Oradea International Airport
OMS	Omsk	Russia	Omsk Central Airport
